xflr5 v6.30
NACA 0010
T1_Re0.050_M0.00_N9.0
Alpha =   2.0,  Re =    50000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 0.0150   -0.791    -0.462     1.338     1.209
 0.0119   -0.777    -0.420     1.333     1.192
 0.0092   -0.745    -0.359     1.321     1.166
 0.0067   -0.686    -0.272     1.298     1.128
 0.0047   -0.587    -0.150     1.260     1.072
 0.0030   -0.435     0.015     1.198     0.992
 0.0017   -0.215     0.225     1.102     0.880
 0.0008    0.072     0.471     0.963     0.728
 0.0002    0.396     0.713     0.777     0.536
 0.0000    0.695     0.903     0.552     0.312
 0.0002    0.903     0.993     0.312     0.082
 0.0008    0.994     0.981     0.078    -0.137
 0.0017    0.983     0.891    -0.131    -0.330
 0.0030    0.906     0.764    -0.306    -0.486
 0.0047    0.800     0.627    -0.447    -0.610
 0.0067    0.687     0.500    -0.559    -0.707
 0.0092    0.580     0.388    -0.648    -0.783
 0.0119    0.484     0.292    -0.718    -0.842
 0.0150    0.400     0.211    -0.775    -0.888
 0.0185    0.327     0.143    -0.820    -0.926
 0.0223    0.264     0.086    -0.858    -0.956
 0.0264    0.210     0.038    -0.889    -0.981
 0.0309    0.164    -0.002    -0.915    -1.001
 0.0357    0.123    -0.037    -0.936    -1.018
 0.0408    0.088    -0.066    -0.955    -1.032
 0.0463    0.057    -0.091    -0.971    -1.045
 0.0520    0.030    -0.113    -0.985    -1.055
 0.0581    0.006    -0.132    -0.997    -1.064
 0.0645   -0.015    -0.148    -1.007    -1.072
 0.0712   -0.034    -0.163    -1.017    -1.078
 0.0781   -0.050    -0.175    -1.025    -1.084
 0.0854   -0.065    -0.186    -1.032    -1.089
 0.0930   -0.078    -0.195    -1.038    -1.093
 0.1008   -0.089    -0.204    -1.044    -1.097
 0.1090   -0.099    -0.211    -1.048    -1.100
 0.1174   -0.108    -0.217    -1.053    -1.103
 0.1261   -0.116    -0.222    -1.057    -1.106
 0.1350   -0.123    -0.227    -1.060    -1.108
 0.1442   -0.129    -0.230    -1.063    -1.109
 0.1537   -0.134    -0.233    -1.065    -1.111
 0.1634   -0.139    -0.236    -1.067    -1.112
 0.1733   -0.143    -0.238    -1.069    -1.113
 0.1835   -0.146    -0.239    -1.070    -1.113
 0.1939   -0.148    -0.240    -1.072    -1.114
 0.2046   -0.150    -0.241    -1.073    -1.114
 0.2155   -0.152    -0.241    -1.073    -1.114
 0.2266   -0.153    -0.240    -1.074    -1.114
 0.2379   -0.153    -0.239    -1.074    -1.113
 0.2494   -0.153    -0.238    -1.074    -1.113
 0.2611   -0.153    -0.237    -1.074    -1.112
 0.2730   -0.152    -0.235    -1.073    -1.112
 0.2851   -0.151    -0.234    -1.073    -1.111
 0.2974   -0.150    -0.231    -1.072    -1.110
 0.3099   -0.148    -0.229    -1.072    -1.109
 0.3225   -0.146    -0.227    -1.071    -1.108
 0.3353   -0.144    -0.224    -1.070    -1.106
 0.3482   -0.142    -0.221    -1.069    -1.105
 0.3613   -0.139    -0.218    -1.067    -1.104
 0.3746   -0.137    -0.215    -1.066    -1.102
 0.3880   -0.134    -0.212    -1.065    -1.101
 0.4015   -0.130    -0.208    -1.063    -1.099
 0.4152   -0.127    -0.205    -1.062    -1.098
 0.4289   -0.124    -0.201    -1.060    -1.096
 0.4428   -0.120    -0.198    -1.058    -1.094
 0.4568   -0.116    -0.194    -1.057    -1.093
 0.4709   -0.113    -0.190    -1.055    -1.091
 0.4850   -0.109    -0.186    -1.053    -1.089
 0.4993   -0.105    -0.183    -1.051    -1.088
 0.5136   -0.101    -0.179    -1.049    -1.086
 0.5280   -0.097    -0.175    -1.047    -1.084
 0.5424   -0.092    -0.171    -1.045    -1.082
 0.5569   -0.088    -0.168    -1.043    -1.081
 0.5714   -0.084    -0.164    -1.041    -1.079
 0.5860   -0.079    -0.160    -1.039    -1.077
 0.6005   -0.075    -0.156    -1.037    -1.075
 0.6151   -0.071    -0.153    -1.035    -1.074
 0.6297   -0.066    -0.149    -1.032    -1.072
 0.6442   -0.061    -0.145    -1.030    -1.070
 0.6588   -0.057    -0.142    -1.028    -1.069
 0.6733   -0.052    -0.138    -1.026    -1.067
 0.6878   -0.047    -0.135    -1.023    -1.065
 0.7022   -0.042    -0.131    -1.021    -1.064
 0.7165   -0.037    -0.128    -1.018    -1.062
 0.7308   -0.032    -0.124    -1.016    -1.060
 0.7450   -0.027    -0.121    -1.013    -1.059
 0.7591   -0.022    -0.118    -1.011    -1.057
 0.7730   -0.016    -0.115    -1.008    -1.056
 0.7868   -0.010    -0.111    -1.005    -1.054
 0.8005   -0.004    -0.108    -1.002    -1.053
 0.8140    0.002    -0.105    -0.999    -1.051
 0.8273    0.008    -0.102    -0.996    -1.050
 0.8404    0.015    -0.099    -0.993    -1.048
 0.8533    0.022    -0.097    -0.989    -1.047
 0.8660    0.029    -0.094    -0.985    -1.046
 0.8783    0.037    -0.091    -0.981    -1.045
 0.8904    0.045    -0.089    -0.977    -1.043
 0.9022    0.054    -0.086    -0.973    -1.042
 0.9136    0.064    -0.084    -0.968    -1.041
 0.9246    0.074    -0.082    -0.962    -1.040
 0.9352    0.085    -0.080    -0.956    -1.039
 0.9454    0.097    -0.078    -0.950    -1.038
 0.9550    0.111    -0.076    -0.943    -1.037
 0.9641    0.127    -0.075    -0.935    -1.037
 0.9725    0.144    -0.074    -0.925    -1.036
 0.9802    0.165    -0.073    -0.914    -1.036
 0.9871    0.190    -0.072    -0.900    -1.035
 0.9929    0.224    -0.072    -0.881    -1.035
 0.9975    0.270    -0.072    -0.855    -1.035
 1.0000    0.376    -0.072    -0.790    -1.035


